product_name,total,reordered,ordered_once,reordered_percent
Organic Gluten Free Crispy Brown Rice Cereal,1559,971,588,62.28351507376524
Dried Chile Guajilli,5,0,5,0.0
No Sugar Added Vanilla Ice Cream Sandwich,93,42,51,45.16129032258064
Sea Salt Aromatherapy Room And Body Spray,4,0,4,0.0
Chocolate Flavor Greek Yogurt,10,2,8,20.0
Simply Good Strawberry Gelatin,6,0,6,0.0
Hawaiian Dry Oil Natural Sunscreen coconut oil SPF 15,11,1,10,9.090909090909092
Apple Slices,5,1,4,20.0
No Artificial Flavors or Dyes Strawberry Cheesecake Cups,4,0,4,0.0
Fresh Mozzarella Ovolini Packed In Water,125,44,81,35.199999999999996
Organic Green Bell Pepper,2,0,2,0.0
Moringa Black Cherry Bar,9,4,5,44.44444444444444
Townhouse Flip Sides Pretzel Crackers Original,64,31,33,48.4375
Vanilla Blended Whole Milk Greek Yogurt,13,2,11,15.384615384615385
Small Dog Targeted Nutrition Chicken Flavor Dog Food,53,22,31,41.509433962264154
Fine Artisan Dark Chocolate Semisweet 62% Cacao,30,14,16,46.666666666666664
Tapioca Pudding Snacks,123,57,66,46.34146341463415
Almond Avalanche Truffle,16,8,8,50.0
Tulsi Ginger Infusion Bags,16,4,12,25.0
1% Low Fat Cottage Cheese,134,76,58,56.71641791044776
Rose Aura Glow Body & Massage Oil,4,2,2,50.0
Naturally Raw Honey,188,76,112,40.42553191489361
Blueberry & Purple Carrot Teething Wafers,1046,473,573,45.219885277246654
Classic Escalloped Chicken & Noodles,47,18,29,38.297872340425535
Breakfast Pack,258,121,137,46.89922480620155
"Pods Laundry Detergent, Spring Meadow Scent",38,7,31,18.421052631578945
Smart Ones Teriyaki Chicken & Vegetables,93,48,45,51.61290322580645
Marketplace Vermont White Cheddar Mac & Cheese,1073,635,438,59.17986952469712
5-Day Max Care Powder,37,11,26,29.72972972972973
24 Hour Allergy Relief Liqui Gels,25,8,17,32.0
Mint Waxed Floss Interdental,55,9,46,16.363636363636363
Dark Chocolate Dreams Peanut Butter,329,147,182,44.680851063829785
Old Fashioned Smooth Peanut Butter,1106,631,475,57.05244122965642
Bearnaise Sauce Mix,57,17,40,29.82456140350877
Large Sushi Bamboo Mat,5,0,5,0.0
Cleanse,307,136,171,44.299674267100976
Organic Roasted Garlic Hummus,67,11,56,16.417910447761194
Free Range Chicken Organic Soup,130,36,94,27.692307692307693
Avengers Baked Snack Crackers,26,8,18,30.76923076923077
Sensitive Baby Wipes Sensitive,28,2,26,7.142857142857142
Organic Spinach And Cheese Ravioli,759,267,492,35.177865612648226
Fast Acting Ultra Guard Rid Flea & Tick Shampoo for Dogs with Oatmeal,4,0,4,0.0
Strawberry Flavored Organic Z Fruit Rope,3432,2086,1346,60.78088578088578
Basil Leaves,589,42,547,7.130730050933787
Natural Medium Nubz Rawhide Chews,3,1,2,33.33333333333333
Spicy Bread and Butter Pickles,369,213,156,57.72357723577236
Ready to Serve Multi-Grain Medley Rice,10,3,7,30.0
"Dry Cranberry Lime Soda, Lighty Sweetened",80,47,33,58.75
"Peanut Butter, Chocolate Coconut",60,8,52,13.333333333333334
Egg Replacer,154,20,134,12.987012987012985
Unsweetened Horchata,23,6,17,26.08695652173913
Sloppy Joes Spices & Seasonings,73,29,44,39.726027397260275
Organic Taco Seasoning,318,76,242,23.89937106918239
Kale & Beet Salad,40,13,27,32.5
Tortilla Chips Natural,105,42,63,40.0
Sriracha Baked Beans,7,2,5,28.57142857142857
"Spreadable Cheese, Gourmet, Garlic & Herbs",77,25,52,32.467532467532465
Low Sodium Chunk Light Tuna in Water,222,110,112,49.549549549549546
Brussels Sprout,28,12,16,42.857142857142854
Chicken Tenders,2778,1514,1264,54.49964002879769
Handcrafted French Pot Bourbon Pecan Chocolate Chip Ice Cream,58,11,47,18.96551724137931
Peach Pear Sparkling Water,188,38,150,20.212765957446805
Pralines 'n Cream Ice Cream,40,19,21,47.5
Frozen Breaded Bagged Chicken Nuggets,1992,1095,897,54.96987951807228
Purina Busy Chewnola Dog Treat Sm/Med,44,28,16,63.63636363636363
Whole Kernel Sweet Corn No Salt Added,41,18,23,43.90243902439025
Black Truffle Almond Sea Salt Nut Bar,129,55,74,42.63565891472868
Unstopables Fresh Scent In-Wash Scent Booster,159,63,96,39.62264150943396
Honey Nut Tasteeos,10,3,7,30.0
Mist Aromatherapy Room And Body Spray Lavender,11,0,11,0.0
Traditional Organic Tomato & Basil Pasta Sauce,39,16,23,41.02564102564102
White Corn and Zucchini Tamales With Cheese,90,26,64,28.888888888888886
G Series Fierce Strawberry Sports Drink,21,13,8,61.904761904761905
Easter Pops Organic,13,0,13,0.0
"Salsa, Verde, Roasted",1084,548,536,50.55350553505535
Enfagrow Soy Toddler Transitions Formula Powder,3,0,3,0.0
Raspberry Sport Endurance Gel Energy Shot,10,5,5,50.0
J&J Band-Aid FA 1 In. X 10 Yd Paper Tape First Aid Tapes Paper,29,5,24,17.24137931034483
Vanilla Milk Chocolate Ice Cream Bar,15,8,7,53.333333333333336
Pop Gun Pilsner,13,5,8,38.46153846153847
Peach Mango Liquid Water Enhancer,74,55,19,74.32432432432432
Venison Recipe Dog Food,40,28,12,70.0
The Sneaky Chef Creamy No-Nut Butter,10,4,6,40.0
Mountain Huckleberry Lowfat Yogurt,16,8,8,50.0
Organic Gouda Bar,72,24,48,33.33333333333333
Usps Stamps,30,19,11,63.33333333333333
Nice 'n Easy Root Touch-Up 005 Medium Brown,29,10,19,34.48275862068966
Pineapple Flavored Coconut Water,12,5,7,41.66666666666667
Censored Rich Copper Ale,20,7,13,35.0
Organic Romaine Hearts,12495,5867,6628,46.95478191276511
Chrome Wing Cork Screw,8,1,7,12.5
Stuffed Pepper,79,37,42,46.835443037974684
Jasmati Long Grain American Jasmine Rice,530,222,308,41.88679245283019
Original Recipe Snack Mix,183,72,111,39.34426229508197
Paneer Tikka Masala With Rajma & Onion Basmati Rice,119,73,46,61.34453781512605
"Cheese, Aged Artisanal Treenut, Classic",167,71,96,42.51497005988024
Blooming Jasmine French Milled Oval Soap,15,4,11,26.666666666666668
Plastic Strips Adhesive Bandages,196,27,169,13.77551020408163
Vanilla Mint Foaming Hand Soap,55,7,48,12.727272727272727
Pepperoni Pizza Bites,4,0,4,0.0
All Natural Muenster Cheese,8,1,7,12.5
Chocolate Eclair,41,27,14,65.85365853658537
Red Wax Gouda Cheese,821,455,366,55.420219244823386
Soothing Caramel Bedtime Tea,375,118,257,31.466666666666665
Spinach & Ricotta Ravioli,675,354,321,52.44444444444445
Southwest Flavor Tortilla Strips,82,34,48,41.46341463414634
Aji Amarillo Paste,30,4,26,13.333333333333334
In Rich Tomato Sauce Vegetarian Beans,232,131,101,56.46551724137932
Brewed Green Tea Iced Tea,128,92,36,71.875
Gluten-Free Garlic Goodness Vietnamese Brown Rice Noodle Soup,109,20,89,18.34862385321101
Free & Clear Stage 1 8-14 Lbs. Baby Diapers,55,16,39,29.09090909090909
Clean Comfort Antiperspirant Deodorant,327,109,218,33.33333333333333
Blackhead Eraser Scrub,30,8,22,26.666666666666668
Extra Hot Cocktail Sauce,13,3,10,23.076923076923077
Sparkling Probiotic Drink Mojita Lime Mint Coconut,2446,1769,677,72.3221586263287
"6\"" Yellow Corn Tortillas",829,280,549,33.775633293124244
Kid's Choice Special Formula Variety Bread White,151,110,41,72.84768211920529
Moroccan Infusion Shine Shampoo,77,28,49,36.36363636363637
Berry Medley,14227,8146,6081,57.25732761650383
100 Calorie Premium Microwave Butter Popcorn,173,53,120,30.63583815028902
"Oat Cookies, Mixed Berries",4,1,3,25.0
10 Yr Single Malt Scotch Islay,25,4,21,16.0
Fresh Mint Total Care Anticavity Mouthwash,360,119,241,33.05555555555556
All Natural Asian Cuisine Vietnamese Pho Soup Bowl,284,103,181,36.267605633802816
Whipped Peanut Butter & Salty Caramel,6,1,5,16.666666666666664
Old El Paso Mild Taco Sauce 16 Oz,10,4,6,40.0
Simply 100 Crunch Lem Meringu,87,44,43,50.57471264367817
Oat Blueberry Lemon Whenever Bars,577,362,215,62.738301559792035
Mushroom Trio & Spinach Thin Crust Pizza,90,30,60,33.33333333333333
Cornbread,1173,557,616,47.485080988917304
Rice Pilaf,476,183,293,38.445378151260506
"Pain Relief, Ointment",20,2,18,10.0
Celery Salt,292,10,282,3.4246575342465753
Caramel Corn Organic Rice Cakes,182,71,111,39.010989010989015
Devil's Food Zingers,11,5,6,45.45454545454545
Carrot Ginger,176,78,98,44.31818181818182
Organic Russian Fingerling Potatoes,7,0,7,0.0
Professional Loose Powder - 115 Translucent Medium,4,0,4,0.0
Total Advanced Whitening Toothpaste,109,29,80,26.605504587155966
System-Six Powerful Weight Loss Support,13,0,13,0.0
Fresh Spring Waters Laundry Enhancer Crystals,9,0,9,0.0
Paleo Pancake & Waffle Mix,977,451,526,46.16171954964176
1000 Sheets Per Roll Bathroom Tissue,7,2,5,28.57142857142857
Low Dose Aspirin 81mg Safety Coated Tablets Pain Reliever,11,1,10,9.090909090909092
Total 2% Greek Strained Yogurt with Cherry 5.3 oz,18044,13510,4534,74.87253380625138
Steam Crisp Corn Niblets,89,52,37,58.42696629213483
Gogo Rice Organic White Rice Bowl,3,0,3,0.0
Rice Cereal,484,235,249,48.553719008264466
Mango Conserve,7,0,7,0.0
Sauvignon,186,133,53,71.50537634408603
Organic Magnolia and Poppy Scented Glass Cleaner,49,3,46,6.122448979591836
Purple Potatoes,36,11,25,30.555555555555557
Whole Kosher Dills,20,11,9,55.00000000000001
JV Polish Kielbasa Sausage,58,15,43,25.862068965517242
Snack'mms Kosher Dill Pickles,641,318,323,49.609984399375975
Ultra Flex Drawstring 39 Gallon Bags,5,0,5,0.0
Non Fat Plain Goat Yogurt,181,127,54,70.1657458563536
Black Japonica Rice Blend,163,42,121,25.766871165644172
Gade A Natural Sour Cream,224,122,102,54.46428571428571
Natural Goodness 100% Fat Free Chicken Broth,400,167,233,41.75
Light & Lean Sweet & Sour Asian Noodle Pasta,1717,778,939,45.311589982527664
Hepar Sulphuris Calcareum 30 C - 80 CT,18,3,15,16.666666666666664
Lemonlime Electrolyte Tabs,472,181,291,38.347457627118644
Cinnamon Graham Snacks,220,106,114,48.18181818181818
Creamed Spinach Steamers,224,107,117,47.767857142857146
Ultra Soft Facial 3-Ply White Facial Tissues,1528,797,731,52.15968586387435
Cream Cheese,6975,3018,3957,43.26881720430107
Light Glass Bottles,5,0,5,0.0
Ginger Energizer,69,39,30,56.52173913043478
"Chunky Soup, Sirloin Burger with Country Vegetables",327,178,149,54.43425076452599
Lavender All Purpose Cleaner,78,47,31,60.256410256410255
Fudge Brownie Mix,857,307,550,35.82263710618436
"Macadamias, Maui Onion, Sweet",93,54,39,58.06451612903226
Cheese Stuffed Crust Pepperoni Pizza,782,396,386,50.63938618925832
Grillers Original Veggie Burgers,142,55,87,38.732394366197184
Vitamin D3 1000 I.U.,8,1,7,12.5
Fabric Softener Sheets,760,162,598,21.31578947368421
Feta Cheese Crumbles,32351,18069,14282,55.85298754288893
Bombay Potatoes Vegetarian,343,123,220,35.8600583090379
Fat Free Half & Half Ultra-Pasteurized,331,211,120,63.74622356495468
Maine Wild Blueberry Crisp Gelato,19,4,15,21.052631578947366
Sandwich Crackers Cheddar Cheese,3,0,3,0.0
Rosemary Flaxseed Crackers,2,0,2,0.0
"Urinary Pain Relief, Maximum Strength, 97.5 mg, Tablets",16,1,15,6.25
Chocolate Ring Dings,9,3,6,33.33333333333333
Shishito Peppers,686,392,294,57.14285714285714
Original Dark Jamaican Rum,79,9,70,11.39240506329114
Gypsy Cold Care Herbal Tea,359,84,275,23.398328690807798
"Aussie Pies, Handheld, Southwest Chicken",88,45,43,51.13636363636363
Triple Action Dish Liquid Orange,293,132,161,45.051194539249146
Ginger Peach With Matcha Tea,9,1,8,11.11111111111111
First Aid Antibiotic Ointment,209,29,180,13.875598086124402
"Bocconcini, Fresh Mozzarella",491,176,315,35.84521384928717
Coconut Lemon 3-in-1 Hand Face Body Lotion,216,25,191,11.574074074074074
Broccoli & Cauliflower,1128,534,594,47.340425531914896
Extra Hot Horseradish,24,1,23,4.166666666666666
Facial Tissues Boxes,536,246,290,45.8955223880597
Sword Floss Regular Disposable Floss Picks,35,5,30,14.285714285714285
"Red Beans, Small",64,17,47,26.5625
Fish Taco Seasoning Mix,5,0,5,0.0
Peach Preserves,675,220,455,32.592592592592595
Paring Knife,17,4,13,23.52941176470588
Signature Steakhouse Marinade,50,27,23,54.0
Original Bath Soap,96,30,66,31.25
Strawberry Streusel Bars,272,153,119,56.25
Brown Rice Snaps Black Sesame,1601,1198,403,74.82823235477827
Decadent Classic Yellow Cake Mix,414,127,287,30.676328502415455
Indian Dal Golden Lentil Soups,1017,523,494,51.425762045231075
Linguine Lentil & Quinoa Supergrain Pasta,43,14,29,32.55813953488372
Green Naturally Decaffeinated Tea Bags,27,6,21,22.22222222222222
XL Sandwich Bags,140,44,96,31.428571428571427
Extra Beer,86,31,55,36.04651162790697
Regular Strength Pain Reliever Liquid Gels,5,0,5,0.0
Beef Sausage Slices with Rice Dog Treats,20,11,9,55.00000000000001
"2nd Foods Carrot, Pear & Blackberry Baby Food",4,1,3,25.0
"Total Care Stain Remover Anticavity Mouthwash, Fresh Mint",93,22,71,23.655913978494624
24 Hr Foam Mousse,3,0,3,0.0
Chicken Penne Alfredo,38,25,13,65.78947368421053
Peach Mango Gels Vegan,278,142,136,51.07913669064749
Jicama Sticks,577,246,331,42.63431542461005
Nude Food Kibble Poultry Palooza Dry Dog Food,32,20,12,62.5
Sparkling Water Beverage Black Cherry,273,150,123,54.94505494505495
"Delights Turkey, Veggie & Cheese Frittatas",7,2,5,28.57142857142857
Organic Star Anise Whole,22,1,21,4.545454545454546
Spring  Fabric Softener Sheets,6,1,5,16.666666666666664
Natural Apple Sauce,3,0,3,0.0
Star Light Candles,15,1,14,6.666666666666667
1% Lowfat Cultured Buttermilk,30,8,22,26.666666666666668
Chopped Bbq Ranch Protein Kit,17,6,11,35.294117647058826
Unsweetened Zero Calorie Green White Tea,665,470,195,70.67669172932331
Lemon Snakaroons,85,13,72,15.294117647058824
Royal Dark Chocolate Candy Bar,75,41,34,54.666666666666664
"Fries, Broccoli",764,385,379,50.39267015706807
Almond Butter Smooth,782,343,439,43.8618925831202
King Size Permanent Maker Chisel,4,0,4,0.0
Classic Clean Original Deep Cleansing Cream,70,18,52,25.71428571428571
Ricotta Original Cheese,529,226,303,42.722117202268436
WetJet Wood Floor Cleaner Refill Blossom Breeze,187,43,144,22.994652406417114
Citrus Pure Castille Soap,24,2,22,8.333333333333332
Plain Goat Cheese,10,1,9,10.0
Milk Chocolate To Go,3,0,3,0.0
"Cookie Bars, Caramel Milk Chocolate",53,39,14,73.58490566037736
Moisture Rich For Dry/Damaged Hair Conditioner,18,5,13,27.77777777777778
Half N Half,312,211,101,67.62820512820514
Organic Roasted Sweet Potato Slices,261,95,166,36.39846743295019
Brut California Champagne,386,222,164,57.51295336787565
Sweeper Dry Sweeping Pad Refills for Floor Mop w/ Febreze Sweet Citrus & Zest Scent,52,17,35,32.69230769230769
Peas & Carrots,498,185,313,37.148594377510044
Stain & Odor Remover,13,1,12,7.6923076923076925
Wasabi Crunchy Chickpeas,336,101,235,30.059523809523807
Brooklyn Lager,82,42,40,51.21951219512195
Citrus C Monster Smoothie,522,320,202,61.30268199233716
Ocean Breeze Conditioner,11,1,10,9.090909090909092
Vanilla Double Shot Energy Drink,44,19,25,43.18181818181818
Cookie Bars,399,218,181,54.63659147869674
Coffee Mate 2 Go Hazelnut Coffee Creamer,11,4,7,36.36363636363637
Fresh Ricotta,573,163,410,28.44677137870855
Dark Chocolate Cranberries,4,0,4,0.0
Cavity Protection Natural Baking Soda Peppermint Fluoride Toothpaste,90,31,59,34.44444444444444
Girl Scouts Samoas Frozen Dairy Dessert,44,4,40,9.090909090909092
Dark Chocolate Trail Mix Protein Bar,30,12,18,40.0
Spinach Artichoke Dip,1413,754,659,53.36164189667374
Berry Smart Kid's Toothpaste,69,3,66,4.3478260869565215
The Great Escape California Chardonnay,16,11,5,68.75
Whole Jersey Milk Low Pasteurized,1939,1521,418,78.44249613202682
Graduates Lil Meals Pasta Shells & Cheese,49,20,29,40.816326530612244
True Juice Bananaberry Crush 100% Juice Smoothie,20,5,15,25.0
Golden Balsamic Vinegar,11,4,7,36.36363636363637
Sour Chewy Bites,7,2,5,28.57142857142857
Creamy Harvarti Cheese,128,73,55,57.03125
"Burgers, Chile Relleno",8,4,4,50.0
Hot Red Chile,9,3,6,33.33333333333333
Golden Nugget Mandarin,116,52,64,44.827586206896555
Fat Free Butter Flavor Sprinkles,23,11,12,47.82608695652174
House Cut Fries with Sea Salt,163,71,92,43.558282208588956
Wine Snack Herring,51,35,16,68.62745098039215
Bacon & Cheese Flavor Dog Biscuits,13,1,12,7.6923076923076925
Good Buddy USA Rawhide Roll Dog Chews,31,7,24,22.58064516129032
Complete Therapy Treatment Ovule Antifungal Cream,92,19,73,20.652173913043477
Organic Grape Tomatoes,84255,55230,29025,65.55100587502226
Holiday Cheers,9,3,6,33.33333333333333
Fennel,2127,771,1356,36.24823695345557
Sea Salt & Vinegar Potato Chips,14800,9239,5561,62.42567567567568
Banana Chocolate Chip Muffins,94,58,36,61.702127659574465
Mrs Fields Cookie Sandwich Ice Cream,747,360,387,48.19277108433735
Black Figs,822,293,529,35.64476885644769
"Sweet Chips Ahoy, Nutter Butter & Oreo Cookie Variety Pack",4,0,4,0.0
Fruit Gushers Mouth Mixers Punch Berry Fruit Flavored Snacks,147,68,79,46.25850340136054
Original Diaper Rash Ointment,79,27,52,34.177215189873415
Cinnamon Swirl Bread,126,73,53,57.936507936507944
Cranberry Air Effects Fresh Twist Air Freshener,5,0,5,0.0
Jumbo Salted Roasted Peanuts,45,22,23,48.888888888888886
Honey Lemon Severe Cold and Flu Liquid Medicine,13,1,12,7.6923076923076925
"Pro-Health Sensitive + Enamel Shield, Smooth Mint",64,24,40,37.5
Organic Creamy Buckwheat Hot Cereal Gluten Free,234,92,142,39.31623931623932
"Sparkling Citrus Beverage, with Natural Pulp",329,230,99,69.90881458966565
Organic Cripps Pink Apples,12834,8367,4467,65.19401589527817
Soy Free Buttery Spread with Olive Oil,3010,1756,1254,58.33887043189369
Gluten Free Fusilli Brown Rice Pasta,1430,862,568,60.27972027972028
"Tortillas, Artisan Corn",25,13,12,52.0
Light French Silk Slow Churned Ice Cream,149,82,67,55.033557046979865
Homestyle Country Gravy Mix,13,4,9,30.76923076923077
Apple Slice Scented Soy Candle,3,0,3,0.0
Cream Of Chicken Soup,91,29,62,31.868131868131865
Mini Croissants,247,118,129,47.77327935222672
"White meat chipotle chicken, corn, black beans, bell peppers, and onions Fajita-Style Chicken Spring Rolls",194,101,93,52.0618556701031
Fresh Pork Spareribs,171,74,97,43.27485380116959
Mighty Minis Slow Melt Pops,318,124,194,38.9937106918239
Delights Lemon Supreme Bars Mix,18,4,14,22.22222222222222
Vitamin D3 Gummies,28,8,20,28.57142857142857
Orange Thins Delicate Swedish Cookies,9,2,7,22.22222222222222
Superior Tonic Water,429,177,252,41.25874125874126
Defense Watermelon Vitamin C Supplement Drops,27,11,16,40.74074074074074
C-Boost 100% Fruit Juice Smoothie + Boosts,45,11,34,24.444444444444443
Eureka Lemon & Marionberries Ice Cream,144,58,86,40.27777777777778
French Roast Whole Bean Coffee,2201,1416,785,64.33439345751931
Chocolate Mint Candy Canes,21,3,18,14.285714285714285
Blackberry Flow,1,0,1,0.0
Not Too Sweet Cold Brew Iced Coffee,27,15,12,55.55555555555556
Honey Battered Breast Tenders,215,99,116,46.04651162790698
Whitening Plus Scope Crest Complete Multi-Benefit Cool Peppermint Flavor Liquid Gel Toothpaste,2,0,2,0.0
Grapefruit Radler,76,36,40,47.368421052631575
Organic Green Tea Bags,1828,616,1212,33.69803063457331
Coconut Almond Chocolate Cookies,10,2,8,20.0
Onion Chips Sea Salt,119,51,68,42.857142857142854
Peony & Plum Liquid Hand Soap,98,41,57,41.83673469387755
Classic Minestrone RTS Organic Soup,235,97,138,41.27659574468085
Mushroom Takatak Entree,23,9,14,39.130434782608695
Supplementation Ready-to-Feed Bottles,30,10,20,33.33333333333333
Matcha Latte,411,262,149,63.74695863746959
Lightly Sea Salted Potato Chips,30,15,15,50.0
"Kelp, Wild Atlantic Kombu",85,10,75,11.76470588235294
"Unsweetened Almond Breeze, Almond Milk, Original",666,325,341,48.7987987987988
"Storage Bags, Reclosable, Gallon Size",88,31,57,35.22727272727273
Pomegranate Seeds,2832,1490,1342,52.612994350282484
Seasoning & Rub,38,10,28,26.31578947368421
Pumpkin Yoghurt,1108,551,557,49.72924187725632
Norwegian Gold Kids DHA Chewables Fruit Punch Flavor,3,0,3,0.0
100% Juice Medley Of Fruits,244,150,94,61.47540983606557
Avocado Oil Mayonnaise,2,0,2,0.0
"Milk Chocolate Candy, Party Size",426,172,254,40.375586854460096
Organic Pink Salt and Black Pepper Travel Set,12,6,6,50.0
"Beef Jerky, Premium, Flank Steak, Sweet Chili Pepper",3,0,3,0.0
Sweet Peas Valley Fresh Steamers,692,320,372,46.24277456647399
Salt and Pepper Cashews,22,6,16,27.27272727272727
Mixed Nuts,1490,892,598,59.86577181208054
Sheer Fresh Invisible Dry Spray Antiperspirant Deodorant,8,1,7,12.5
Raspberry Syrup,36,11,25,30.555555555555557
Organic Linguine,650,266,384,40.92307692307692
(70% Juice!) Mountain Raspberry Juice Squeeze,28,16,12,57.14285714285714
Concentrated Cold Brew Coffee,1439,978,461,67.96386379430159
Relaxing Lavender Bubble Bath,371,124,247,33.42318059299191
Greek Yogurt Peach & Chia,133,73,60,54.88721804511278
Blemish Touch Stick,55,24,31,43.63636363636363
Seasoned Turkey Burger,194,75,119,38.659793814432994
Milk Chocolate Delight Shakes,24,7,17,29.166666666666668
Double Vanilla Muffins,69,39,30,56.52173913043478
Organic Onion Granulates,7,0,7,0.0
Hemp Plus Granola,63,38,25,60.317460317460316
Red Anjou Pear,21,2,19,9.523809523809524
"Bread, Healthy Multi-Grain",445,234,211,52.58426966292134
Organic Black Bean Soup,311,174,137,55.948553054662376
Soy Free Buttery Sticks,787,430,357,54.637865311308765
Organic Coconut Bliss Cherry Amaretto Frozen Dessert,141,53,88,37.5886524822695
Crunchy Coconut Granola Bars,47,28,19,59.57446808510638
Whole Holland-Style onions,13,1,12,7.6923076923076925
EPS Intestinal Immune Function,24,11,13,45.83333333333333
Temptations Cat Treats - Creamy Dairy,388,259,129,66.75257731958763
Lemon Sparkling Mineral Water,1998,1279,719,64.01401401401401
Makeup Brush Cleansing Cloths,6,0,6,0.0
Egg Fettucine,16,3,13,18.75
Cream Cheese Roll,13,6,7,46.15384615384615
L'Oreal® Paris Sublime Bronze Tinted Self-Tanning Lotion - Medium Natural Tan,7,0,7,0.0
Gluten Free Rice Bread,37,15,22,40.54054054054054
Oven Liners,3,0,3,0.0
Organic Harissa Seasoning,197,14,183,7.1065989847715745
Gold Tequila 80 Proof,30,15,15,50.0
California White Balsamic Vinegar,238,75,163,31.512605042016805
Lavender Household Multi-Surface Cleaner & Disinfectants,54,34,20,62.96296296296296
Lip Repair + Protect SPF 30 Lip Balm,20,5,15,25.0
Repair & Protect Extra Fresh Toothpaste,76,33,43,43.42105263157895
Chicken Apple Sausage-Egg & Smoked Gouda-Caramelized Onion & Roasted Potato Breakfast Burrito,84,31,53,36.904761904761905
Three Pepper Salsa,2,0,2,0.0
Best Chili Beans In Mild Sauce,144,43,101,29.86111111111111
Moscato D'Asti,33,9,24,27.27272727272727
Condensed Cream of Potato Soup,212,79,133,37.264150943396224
Pro-Health Tartar Protection Refreshing Mint Rinse,21,4,17,19.047619047619047
Calcium Citrate Magnesium Vitamin D3 Caplets,5,0,5,0.0
"Hot (101305, 101352) Italian Sausage",997,486,511,48.74623871614844
Uncured Smoked Duck Bacon,23,14,9,60.86956521739131
Organic Roasted Red Pepper Hummus,597,218,379,36.515912897822446
Bar Chocolate Crunchy Mint,42,26,16,61.904761904761905
Voila! Cheesy Ranch Chicken,20,5,15,25.0
Vietnamese Brown Rice Noodle Soup Gluten Free Shitake Mushroom,69,15,54,21.73913043478261
Organic Mayonnaise with Olive Oil,994,408,586,41.04627766599598
Peanut Butter Chocolate Chip Ice Cream,10,3,7,30.0
"Pinot Grigio, California, 2013, 4 Pack, Bottle",9,2,7,22.22222222222222
Vegan Sour Cream & Onion Kettle Chips,777,483,294,62.16216216216216
Havarti Cheese Slices,936,500,436,53.41880341880342
Manhattan Style Whole Kosher Pickles,1896,1220,676,64.34599156118144
Fresh Catfish Nuggets,9,4,5,44.44444444444444
Immune Plus Super Orange,7,3,4,42.857142857142854
Neapolitan Ice Cream,205,138,67,67.31707317073172
Activia Nonfat Light Strawberry Yogurt,65,39,26,60.0
Allergy 24 Hour 10mg Posted 10/28/2013 Dissolve Tabs,28,6,22,21.428571428571427
Honey & Maple Stroopwafels,76,31,45,40.78947368421053
Feta Crumbled Garlic & Herb Cheese,44,12,32,27.27272727272727
Refried Beans with Zesty Salsa,53,29,24,54.71698113207547
Cranberry Raspberry Juice Blend,11,5,6,45.45454545454545
Anaheim Pepper,1306,415,891,31.776416539050533
"Xtra Life Medium Ballpoint Pens, Black",23,2,21,8.695652173913043
Beef Stroganoff Sauce Mix,86,38,48,44.18604651162791
High Potency Magnesium 400mg,16,2,14,12.5
Tender Baby Whole Carrots,10,6,4,60.0
Fillable Dish Wand,18,5,13,27.77777777777778
Herbs Rosemary,6,1,5,16.666666666666664
Clinical Endurance Cool Wave Clear Gel Tough Protection Anti-Perspirant/Deodorant,5,2,3,40.0
Robert Mondavi,200,138,62,69.0
Organic Switchel America's Original Thirst Quencher,9,2,7,22.22222222222222
Soothing Aloe Vera Hand Soap Refill,190,55,135,28.947368421052634
Organic Filtered Apple Cider Vinegar,298,28,270,9.395973154362416
Red Beans & Rice Original Rice Mix,37,15,22,40.54054054054054
Vegan Raw Garlic Fluffy Spread,508,360,148,70.86614173228347
Five Star 1 Subject College Ruled Notebook - 100 Sheets,25,4,21,16.0
"Barley Miso, Premium, Organic, Country",2,0,2,0.0
Lactose Free Fat Free Milk,4650,3767,883,81.01075268817203
Portobello & Swiss Cheese Smoked Chicken Sausage,47,20,27,42.5531914893617
Tequila Salsa Medium Burn,20,8,12,40.0
Coconut Oil Buttery,32,10,22,31.25
Ahi Tuna,23,10,13,43.47826086956522
Organic Raspberry Lemonade,55,30,25,54.54545454545454
Organic Navel Oranges,202,60,142,29.7029702970297
Semi Sweet Chocolate Chips,552,266,286,48.188405797101446
Bleach Automatic Toilet Bowl Cleaner,29,4,25,13.793103448275861
Lavender Bath & Shower Gel,63,29,34,46.03174603174603
Organic Blue Corn Tortilla Chips With Flax Seed,185,75,110,40.54054054054054
Summer Vegetable Dinner Stage 2,202,57,145,28.217821782178216
Gluten Free White Cheddar Popped Corn Chips,342,178,164,52.046783625730995
Toll House Chocolate Chip Cookie Dough,419,161,258,38.424821002386636
Ciabatta Rolls,237,104,133,43.88185654008439
"Sour Punch Twists (Blue Raspberry, Cherry, Strawberry, Apple)",133,71,62,53.383458646616546
Zero Calorie Orange Soda,889,564,325,63.44206974128234
Happy Hoppers Gummy Candy,12,0,12,0.0
Colors Baked Snack Crackers,9,1,8,11.11111111111111
Milk Chocolate with Almonds,151,81,70,53.64238410596026
24 Carrot Gold Paleo Muffins,148,83,65,56.08108108108109
Whole Star Anise,323,28,295,8.6687306501548
Women's One Daily Multivitamin,53,12,41,22.641509433962266
Vegetable Quinoa Soup,9,0,9,0.0
Valentines Chocolate Cupcake,6,0,6,0.0
Paper Napkins,486,192,294,39.50617283950617
Macaroni And Cheese,2598,1466,1132,56.42802155504234
